user_id,company_id,revenue_month,revenue_amount,revenue_type
USR-000013,CTC-004,2024-01,122.67,recurring
USR-000013,CTC-004,2024-02,317.89,recurring
USR-000014,CTC-004,2024-02,135.27,one_time
USR-000015,CTC-003,2024-03,202.18,recurring
USR-000015,CTC-003,2024-04,231.01,recurring
USR-000016,CTC-001,2025-01,119.09,recurring
USR-000016,CTC-001,2025-02,99.82,recurring
USR-000016,CTC-001,2025-03,135.5,recurring
USR-000016,CTC-001,2025-04,171.8,recurring
USR-000016,CTC-001,2025-05,162.85,recurring
USR-000016,CTC-001,2025-06,110.05,recurring
USR-000016,CTC-001,2025-07,139.37,recurring
USR-000016,CTC-001,2025-08,89.22,recurring
USR-000016,CTC-001,2025-09,99.6,recurring
USR-000016,CTC-001,2025-10,105.04,recurring
USR-000017,CTC-003,2024-10,193.3,one_time
USR-000018,CTC-004,2024-02,158.77,recurring
USR-000018,CTC-004,2024-03,143.74,recurring
USR-000019,CTC-003,2024-12,299.65,one_time
USR-000020,CTC-001,2024-07,132.72,recurring
USR-000020,CTC-001,2024-08,116.26,recurring
USR-000021,CTC-004,2024-08,80.36,recurring
USR-000021,CTC-004,2024-09,206.13,recurring
USR-000021,CTC-004,2024-10,146.75,recurring
USR-000021,CTC-004,2024-11,102.57,recurring
USR-000021,CTC-004,2024-12,176.45,recurring
USR-000021,CTC-004,2025-01,143.2,recurring
USR-000021,CTC-004,2025-02,180.78,recurring
USR-000021,CTC-004,2025-03,159.33,recurring
USR-000022,CTC-002,2025-03,89.54,one_time
USR-000023,CTC-002,2024-02,67.15,recurring
USR-000023,CTC-002,2024-03,95.6,recurring
USR-000023,CTC-002,2024-04,86.84,recurring
USR-000023,CTC-002,2024-05,96.9,recurring
USR-000023,CTC-002,2024-06,88.67,recurring
USR-000024,CTC-004,2024-05,204.83,one_time
USR-000025,CTC-004,2025-05,164.42,recurring
USR-000025,CTC-004,2025-06,154.01,recurring
USR-000026,CTC-001,2024-08,106.63,one_time
USR-000027,CTC-004,2024-03,173.29,recurring
USR-000027,CTC-004,2024-04,206.89,recurring
USR-000027,CTC-004,2024-05,197.3,recurring
USR-000028,CTC-002,2025-03,108.93,one_time
USR-000029,CTC-002,2024-06,67.79,recurring
USR-000029,CTC-002,2024-07,94.65,recurring
USR-000030,CTC-001,2024-04,83.01,one_time
USR-000031,CTC-001,2025-03,142.01,recurring
USR-000031,CTC-001,2025-04,138.35,recurring
USR-000031,CTC-001,2025-05,126.46,recurring
USR-000031,CTC-001,2025-06,151.77,recurring
USR-000031,CTC-001,2025-07,114.2,recurring
USR-000031,CTC-001,2025-08,128.86,recurring
USR-000031,CTC-001,2025-09,123.98,recurring
USR-000031,CTC-001,2025-10,187.75,recurring
USR-000031,CTC-001,2025-11,74.52,recurring
USR-000031,CTC-001,2025-12,190.44,recurring
USR-000032,CTC-001,2024-02,81.91,recurring
USR-000032,CTC-001,2024-03,141.53,recurring
USR-000032,CTC-001,2024-04,116.05,recurring
USR-000032,CTC-001,2024-05,83.26,recurring
USR-000032,CTC-001,2024-06,118.24,recurring
USR-000033,CTC-004,2024-09,172.15,recurring
USR-000033,CTC-004,2024-10,120.25,recurring
USR-000033,CTC-004,2024-11,164.14,recurring
USR-000033,CTC-004,2024-12,192.99,recurring
USR-000033,CTC-004,2025-01,181.03,recurring
USR-000033,CTC-004,2025-02,175.6,recurring
USR-000033,CTC-004,2025-03,155.41,recurring
USR-000033,CTC-004,2025-04,152.3,recurring
USR-000033,CTC-004,2025-05,127.38,recurring
USR-000033,CTC-004,2025-06,89.67,recurring
USR-000033,CTC-004,2025-07,89.13,recurring
USR-000033,CTC-004,2025-08,136.97,recurring
USR-000033,CTC-004,2025-09,151.18,recurring
USR-000033,CTC-004,2025-10,125.41,recurring
USR-000033,CTC-004,2025-11,176.61,recurring
USR-000033,CTC-004,2025-12,174.23,recurring
USR-000033,CTC-004,2026-01,149.86,recurring
USR-000033,CTC-004,2026-02,87.23,recurring
USR-000033,CTC-004,2026-03,118.41,recurring
USR-000033,CTC-004,2026-04,150.99,recurring
USR-000034,CTC-003,2025-01,235.76,recurring
USR-000034,CTC-003,2025-02,124.95,recurring
USR-000034,CTC-003,2025-03,165.53,recurring
USR-000034,CTC-003,2025-04,264.15,recurring
USR-000035,CTC-002,2024-04,69.65,one_time
USR-000036,CTC-001,2025-04,96.76,one_time
USR-000037,CTC-001,2024-06,109.79,one_time
USR-000038,CTC-004,2025-01,163.37,recurring
USR-000038,CTC-004,2025-02,154.01,recurring
USR-000039,CTC-003,2024-06,226.06,recurring
USR-000039,CTC-003,2024-07,273.94,recurring
USR-000039,CTC-003,2024-08,148.24,recurring
USR-000039,CTC-003,2024-09,226.59,recurring
USR-000039,CTC-003,2024-10,211.0,recurring
USR-000039,CTC-003,2024-11,322.82,recurring
USR-000039,CTC-003,2024-12,223.26,recurring
USR-000039,CTC-003,2025-01,204.65,recurring
USR-000039,CTC-003,2025-02,190.73,recurring
USR-000039,CTC-003,2025-03,170.72,recurring
USR-000039,CTC-003,2025-04,191.13,recurring
USR-000039,CTC-003,2025-05,167.09,recurring
USR-000039,CTC-003,2025-06,228.82,recurring
USR-000039,CTC-003,2025-07,166.34,recurring
USR-000039,CTC-003,2025-08,229.44,recurring
USR-000039,CTC-003,2025-09,129.77,recurring
USR-000039,CTC-003,2025-10,157.86,recurring
USR-000039,CTC-003,2025-11,229.71,recurring
USR-000039,CTC-003,2025-12,263.38,recurring
USR-000039,CTC-003,2026-01,275.58,recurring
USR-000040,CTC-004,2025-02,166.34,recurring
USR-000040,CTC-004,2025-03,273.68,recurring
USR-000040,CTC-004,2025-04,210.62,recurring
USR-000040,CTC-004,2025-05,140.25,recurring
USR-000040,CTC-004,2025-06,178.0,recurring
USR-000040,CTC-004,2025-07,184.83,recurring
USR-000040,CTC-004,2025-08,176.27,recurring
USR-000040,CTC-004,2025-09,202.4,recurring
USR-000040,CTC-004,2025-10,120.1,recurring
USR-000040,CTC-004,2025-11,186.56,recurring
USR-000040,CTC-004,2025-12,206.25,recurring
USR-000040,CTC-004,2026-01,191.44,recurring
USR-000040,CTC-004,2026-02,159.06,recurring
USR-000040,CTC-004,2026-03,208.12,recurring
USR-000040,CTC-004,2026-04,161.03,recurring
USR-000040,CTC-004,2026-05,181.26,recurring
USR-000040,CTC-004,2026-06,153.39,recurring
USR-000041,CTC-004,2025-02,183.2,recurring
USR-000041,CTC-004,2025-03,165.47,recurring
USR-000041,CTC-004,2025-04,203.25,recurring
USR-000042,CTC-003,2024-09,273.28,recurring
USR-000042,CTC-003,2024-10,277.22,recurring
USR-000042,CTC-003,2024-11,163.65,recurring
USR-000042,CTC-003,2024-12,395.28,recurring
USR-000042,CTC-003,2025-01,188.77,recurring
USR-000042,CTC-003,2025-02,245.88,recurring
USR-000042,CTC-003,2025-03,247.64,recurring
USR-000042,CTC-003,2025-04,230.05,recurring
USR-000042,CTC-003,2025-05,242.65,recurring
USR-000042,CTC-003,2025-06,311.65,recurring
USR-000042,CTC-003,2025-07,323.88,recurring
USR-000042,CTC-003,2025-08,248.11,recurring
USR-000042,CTC-003,2025-09,208.03,recurring
USR-000043,CTC-002,2024-02,112.04,one_time
USR-000044,CTC-001,2024-08,148.37,recurring
USR-000044,CTC-001,2024-09,165.97,recurring
USR-000044,CTC-001,2024-10,129.11,recurring
USR-000044,CTC-001,2024-11,5.0,recurring
USR-000044,CTC-001,2024-12,119.61,recurring
USR-000045,CTC-002,2024-09,71.45,recurring
USR-000045,CTC-002,2024-10,80.5,recurring
USR-000046,CTC-002,2024-10,71.63,recurring
USR-000046,CTC-002,2024-11,81.27,recurring
USR-000046,CTC-002,2024-12,73.28,recurring
USR-000046,CTC-002,2025-01,77.58,recurring
USR-000046,CTC-002,2025-02,70.31,recurring
USR-000046,CTC-002,2025-03,105.45,recurring
USR-000046,CTC-002,2025-04,77.56,recurring
USR-000046,CTC-002,2025-05,70.72,recurring
USR-000047,CTC-003,2025-01,98.99,recurring
USR-000047,CTC-003,2025-02,248.7,recurring
USR-000047,CTC-003,2025-03,251.61,recurring
USR-000047,CTC-003,2025-04,160.76,recurring
USR-000047,CTC-003,2025-05,239.68,recurring
USR-000047,CTC-003,2025-06,246.57,recurring
USR-000047,CTC-003,2025-07,190.22,recurring
USR-000047,CTC-003,2025-08,191.5,recurring
USR-000047,CTC-003,2025-09,145.69,recurring
USR-000048,CTC-003,2024-11,201.58,recurring
USR-000048,CTC-003,2024-12,254.4,recurring
USR-000048,CTC-003,2025-01,251.93,recurring
USR-000049,CTC-002,2025-01,102.58,one_time
USR-000050,CTC-003,2024-07,256.32,recurring
USR-000050,CTC-003,2024-08,243.23,recurring
USR-000050,CTC-003,2024-09,284.33,recurring
USR-000051,CTC-004,2024-09,179.14,recurring
USR-000051,CTC-004,2024-10,80.94,recurring
USR-000051,CTC-004,2024-11,125.78,recurring
USR-000051,CTC-004,2024-12,171.9,recurring
USR-000052,CTC-001,2024-01,122.41,one_time
USR-000053,CTC-001,2024-09,113.42,recurring
USR-000053,CTC-001,2024-10,92.16,recurring
USR-000053,CTC-001,2024-11,122.4,recurring
USR-000053,CTC-001,2024-12,154.38,recurring
USR-000053,CTC-001,2025-01,196.65,recurring
USR-000053,CTC-001,2025-02,147.58,recurring
USR-000053,CTC-001,2025-03,105.06,recurring
USR-000053,CTC-001,2025-04,124.35,recurring
USR-000054,CTC-001,2024-12,112.54,recurring
USR-000054,CTC-001,2025-01,143.43,recurring
USR-000054,CTC-001,2025-02,155.98,recurring
USR-000054,CTC-001,2025-03,56.72,recurring
USR-000054,CTC-001,2025-04,83.18,recurring
USR-000054,CTC-001,2025-05,117.58,recurring
USR-000054,CTC-001,2025-06,133.93,recurring
USR-000054,CTC-001,2025-07,97.92,recurring
USR-000054,CTC-001,2025-08,64.18,recurring
USR-000054,CTC-001,2025-09,82.62,recurring
USR-000055,CTC-001,2024-09,126.65,recurring
USR-000055,CTC-001,2024-10,120.27,recurring
USR-000055,CTC-001,2024-11,70.78,recurring
USR-000055,CTC-001,2024-12,94.87,recurring
USR-000055,CTC-001,2025-01,58.27,recurring
USR-000056,CTC-002,2025-03,111.24,one_time
USR-000057,CTC-001,2025-01,56.07,recurring
USR-000057,CTC-001,2025-02,95.58,recurring
USR-000057,CTC-001,2025-03,120.29,recurring
USR-000058,CTC-001,2024-03,87.71,recurring
USR-000058,CTC-001,2024-04,127.0,recurring
USR-000058,CTC-001,2024-05,135.15,recurring
USR-000058,CTC-001,2024-06,146.06,recurring
USR-000059,CTC-003,2024-11,177.6,recurring
USR-000059,CTC-003,2024-12,257.5,recurring
USR-000059,CTC-003,2025-01,208.49,recurring
USR-000059,CTC-003,2025-02,251.98,recurring
USR-000059,CTC-003,2025-03,289.97,recurring
USR-000059,CTC-003,2025-04,183.66,recurring
USR-000060,CTC-002,2024-01,102.97,one_time
USR-000061,CTC-004,2024-04,145.08,recurring
USR-000061,CTC-004,2024-05,143.5,recurring
USR-000061,CTC-004,2024-06,248.53,recurring
USR-000061,CTC-004,2024-07,199.1,recurring
USR-000061,CTC-004,2024-08,139.12,recurring
USR-000061,CTC-004,2024-09,209.11,recurring
USR-000061,CTC-004,2024-10,236.67,recurring
USR-000061,CTC-004,2024-11,182.26,recurring
USR-000061,CTC-004,2024-12,171.85,recurring
USR-000061,CTC-004,2025-01,188.52,recurring
USR-000061,CTC-004,2025-02,194.86,recurring
USR-000061,CTC-004,2025-03,178.89,recurring
USR-000061,CTC-004,2025-04,127.59,recurring
USR-000061,CTC-004,2025-05,209.62,recurring
USR-000061,CTC-004,2025-06,113.5,recurring
USR-000061,CTC-004,2025-07,218.1,recurring
USR-000061,CTC-004,2025-08,182.66,recurring
USR-000062,CTC-004,2024-11,138.1,recurring
USR-000062,CTC-004,2024-12,151.11,recurring
USR-000062,CTC-004,2025-01,229.54,recurring
USR-000062,CTC-004,2025-02,163.14,recurring
USR-000062,CTC-004,2025-03,68.94,recurring
USR-000063,CTC-004,2025-01,181.97,recurring
USR-000063,CTC-004,2025-02,187.74,recurring
USR-000064,CTC-002,2025-03,125.62,one_time
USR-000065,CTC-003,2024-03,184.01,recurring
USR-000065,CTC-003,2024-04,200.32,recurring
USR-000065,CTC-003,2024-05,269.0,recurring
USR-000065,CTC-003,2024-06,112.52,recurring
USR-000065,CTC-003,2024-07,190.08,recurring
USR-000065,CTC-003,2024-08,228.65,recurring
USR-000065,CTC-003,2024-09,205.28,recurring
USR-000065,CTC-003,2024-10,213.53,recurring
USR-000065,CTC-003,2024-11,197.26,recurring
USR-000065,CTC-003,2024-12,142.85,recurring
USR-000065,CTC-003,2025-01,178.22,recurring
USR-000066,CTC-002,2025-03,75.69,recurring
USR-000066,CTC-002,2025-04,66.71,recurring
USR-000067,CTC-001,2025-01,74.92,recurring
USR-000067,CTC-001,2025-02,94.89,recurring
USR-000067,CTC-001,2025-03,167.36,recurring
USR-000067,CTC-001,2025-04,146.69,recurring
USR-000067,CTC-001,2025-05,118.09,recurring
USR-000067,CTC-001,2025-06,151.7,recurring
USR-000067,CTC-001,2025-07,144.08,recurring
USR-000067,CTC-001,2025-08,95.69,recurring
USR-000067,CTC-001,2025-09,101.13,recurring
USR-000067,CTC-001,2025-10,184.97,recurring
USR-000067,CTC-001,2025-11,146.05,recurring
USR-000067,CTC-001,2025-12,74.03,recurring
USR-000067,CTC-001,2026-01,145.34,recurring
USR-000067,CTC-001,2026-02,163.83,recurring
USR-000067,CTC-001,2026-03,190.23,recurring
USR-000067,CTC-001,2026-04,129.2,recurring
USR-000067,CTC-001,2026-05,112.48,recurring
USR-000067,CTC-001,2026-06,115.29,recurring
USR-000068,CTC-001,2024-06,112.89,recurring
USR-000068,CTC-001,2024-07,105.94,recurring
USR-000068,CTC-001,2024-08,121.29,recurring
USR-000068,CTC-001,2024-09,158.91,recurring
USR-000068,CTC-001,2024-10,103.59,recurring
USR-000068,CTC-001,2024-11,120.58,recurring
USR-000068,CTC-001,2024-12,137.05,recurring
USR-000069,CTC-002,2025-04,101.56,recurring
USR-000069,CTC-002,2025-05,84.54,recurring
USR-000069,CTC-002,2025-06,59.64,recurring
USR-000069,CTC-002,2025-07,75.33,recurring
USR-000069,CTC-002,2025-08,74.49,recurring
USR-000070,CTC-003,2024-01,273.83,one_time
USR-000071,CTC-004,2024-01,178.77,one_time
USR-000072,CTC-003,2024-09,128.17,one_time
USR-000073,CTC-004,2024-08,179.96,recurring
USR-000073,CTC-004,2024-09,163.78,recurring
USR-000073,CTC-004,2024-10,144.34,recurring
USR-000073,CTC-004,2024-11,230.04,recurring
USR-000074,CTC-003,2025-05,254.33,recurring
USR-000074,CTC-003,2025-06,257.44,recurring
USR-000074,CTC-003,2025-07,140.15,recurring
USR-000074,CTC-003,2025-08,271.0,recurring
USR-000074,CTC-003,2025-09,207.13,recurring
USR-000074,CTC-003,2025-10,210.7,recurring
USR-000075,CTC-001,2024-04,163.63,recurring
USR-000075,CTC-001,2024-05,153.86,recurring
USR-000075,CTC-001,2024-06,83.74,recurring
USR-000076,CTC-001,2024-08,108.67,one_time
USR-000077,CTC-004,2024-02,212.89,recurring
USR-000077,CTC-004,2024-03,162.46,recurring
USR-000077,CTC-004,2024-04,108.2,recurring
USR-000077,CTC-004,2024-05,240.58,recurring
USR-000077,CTC-004,2024-06,36.99,recurring
USR-000077,CTC-004,2024-07,86.45,recurring
USR-000077,CTC-004,2024-08,91.54,recurring
USR-000077,CTC-004,2024-09,142.74,recurring
USR-000077,CTC-004,2024-10,123.17,recurring
USR-000077,CTC-004,2024-11,118.22,recurring
USR-000077,CTC-004,2024-12,207.02,recurring
USR-000077,CTC-004,2025-01,179.23,recurring
USR-000077,CTC-004,2025-02,151.79,recurring
USR-000077,CTC-004,2025-03,129.28,recurring
USR-000078,CTC-003,2024-07,220.81,recurring
USR-000078,CTC-003,2024-08,189.31,recurring
USR-000078,CTC-003,2024-09,182.86,recurring
USR-000078,CTC-003,2024-10,270.97,recurring
USR-000078,CTC-003,2024-11,286.09,recurring
USR-000078,CTC-003,2024-12,265.49,recurring
USR-000079,CTC-001,2025-05,131.61,recurring
USR-000079,CTC-001,2025-06,103.36,recurring
USR-000080,CTC-002,2024-10,102.51,one_time
USR-000081,CTC-002,2024-05,87.41,one_time
USR-000082,CTC-002,2025-04,111.84,recurring
USR-000082,CTC-002,2025-05,135.3,recurring
USR-000082,CTC-002,2025-06,87.23,recurring
USR-000082,CTC-002,2025-07,121.93,recurring
USR-000082,CTC-002,2025-08,69.82,recurring
USR-000083,CTC-002,2024-09,75.07,one_time
USR-000084,CTC-001,2024-04,75.51,recurring
USR-000084,CTC-001,2024-05,119.12,recurring
USR-000084,CTC-001,2024-06,155.88,recurring
USR-000085,CTC-002,2024-11,71.8,one_time
USR-000086,CTC-003,2025-04,230.2,recurring
USR-000086,CTC-003,2025-05,250.67,recurring
USR-000086,CTC-003,2025-06,147.05,recurring
USR-000086,CTC-003,2025-07,166.46,recurring
USR-000086,CTC-003,2025-08,271.28,recurring
USR-000086,CTC-003,2025-09,298.57,recurring
USR-000086,CTC-003,2025-10,174.56,recurring
USR-000086,CTC-003,2025-11,196.18,recurring
USR-000087,CTC-004,2024-05,148.06,one_time
USR-000088,CTC-003,2024-11,187.55,recurring
USR-000088,CTC-003,2024-12,214.58,recurring
USR-000088,CTC-003,2025-01,188.33,recurring
USR-000088,CTC-003,2025-02,222.28,recurring
USR-000089,CTC-002,2024-02,61.84,recurring
USR-000089,CTC-002,2024-03,94.55,recurring
USR-000089,CTC-002,2024-04,106.89,recurring
USR-000089,CTC-002,2024-05,90.06,recurring
USR-000089,CTC-002,2024-06,99.67,recurring
USR-000089,CTC-002,2024-07,76.28,recurring
USR-000089,CTC-002,2024-08,90.13,recurring
USR-000090,CTC-002,2024-03,78.16,one_time
USR-000091,CTC-001,2024-04,138.83,recurring
USR-000091,CTC-001,2024-05,130.78,recurring
USR-000092,CTC-002,2025-05,87.41,one_time
USR-000093,CTC-003,2024-08,244.18,recurring
USR-000093,CTC-003,2024-09,190.6,recurring
USR-000093,CTC-003,2024-10,246.09,recurring
USR-000093,CTC-003,2024-11,213.77,recurring
USR-000093,CTC-003,2024-12,113.34,recurring
USR-000093,CTC-003,2025-01,193.89,recurring
USR-000093,CTC-003,2025-02,192.72,recurring
USR-000093,CTC-003,2025-03,202.97,recurring
USR-000093,CTC-003,2025-04,243.49,recurring
USR-000093,CTC-003,2025-05,144.01,recurring
USR-000093,CTC-003,2025-06,224.24,recurring
USR-000093,CTC-003,2025-07,234.59,recurring
USR-000093,CTC-003,2025-08,148.72,recurring
USR-000093,CTC-003,2025-09,148.3,recurring
USR-000094,CTC-001,2024-08,57.89,recurring
USR-000094,CTC-001,2024-09,156.57,recurring
USR-000094,CTC-001,2024-10,132.75,recurring
USR-000094,CTC-001,2024-11,115.83,recurring
USR-000094,CTC-001,2024-12,148.69,recurring
USR-000094,CTC-001,2025-01,135.17,recurring
USR-000094,CTC-001,2025-02,102.64,recurring
USR-000094,CTC-001,2025-03,99.35,recurring
USR-000094,CTC-001,2025-04,127.8,recurring
USR-000094,CTC-001,2025-05,114.9,recurring
USR-000095,CTC-001,2024-05,157.96,one_time
USR-000096,CTC-002,2024-09,93.97,recurring
USR-000096,CTC-002,2024-10,68.67,recurring
USR-000097,CTC-004,2025-05,131.81,one_time
USR-000098,CTC-002,2024-01,94.85,one_time
USR-000099,CTC-001,2024-11,80.18,one_time
USR-000100,CTC-001,2024-09,156.84,recurring
USR-000100,CTC-001,2024-10,70.76,recurring
USR-000100,CTC-001,2024-11,166.07,recurring
USR-000100,CTC-001,2024-12,126.78,recurring
USR-000100,CTC-001,2025-01,163.85,recurring
USR-000100,CTC-001,2025-02,155.03,recurring
USR-000100,CTC-001,2025-03,115.76,recurring
USR-000100,CTC-001,2025-04,92.8,recurring
USR-000100,CTC-001,2025-05,127.83,recurring
USR-000100,CTC-001,2025-06,107.52,recurring
USR-000100,CTC-001,2025-07,137.77,recurring
USR-000101,CTC-001,2024-04,150.74,recurring
USR-000101,CTC-001,2024-05,153.86,recurring
USR-000101,CTC-001,2024-06,133.4,recurring
USR-000101,CTC-001,2024-07,77.27,recurring
USR-000101,CTC-001,2024-08,153.02,recurring
USR-000101,CTC-001,2024-09,123.41,recurring
USR-000101,CTC-001,2024-10,129.5,recurring
USR-000101,CTC-001,2024-11,81.85,recurring
USR-000101,CTC-001,2024-12,123.6,recurring
USR-000101,CTC-001,2025-01,82.89,recurring
USR-000101,CTC-001,2025-02,135.01,recurring
USR-000101,CTC-001,2025-03,104.08,recurring
USR-000101,CTC-001,2025-04,192.84,recurring
USR-000101,CTC-001,2025-05,56.57,recurring
USR-000101,CTC-001,2025-06,122.85,recurring
USR-000101,CTC-001,2025-07,130.36,recurring
USR-000102,CTC-002,2024-08,90.88,one_time
USR-000103,CTC-001,2024-11,141.15,one_time
USR-000104,CTC-001,2024-12,140.43,recurring
USR-000104,CTC-001,2025-01,145.42,recurring
USR-000104,CTC-001,2025-02,144.14,recurring
USR-000104,CTC-001,2025-03,120.13,recurring
USR-000104,CTC-001,2025-04,109.07,recurring
USR-000104,CTC-001,2025-05,85.04,recurring
USR-000104,CTC-001,2025-06,104.6,recurring
USR-000104,CTC-001,2025-07,126.82,recurring
USR-000104,CTC-001,2025-08,95.82,recurring
USR-000104,CTC-001,2025-09,115.35,recurring
USR-000105,CTC-004,2025-03,127.99,recurring
USR-000105,CTC-004,2025-04,82.48,recurring
USR-000105,CTC-004,2025-05,182.05,recurring
USR-000105,CTC-004,2025-06,231.11,recurring
USR-000105,CTC-004,2025-07,148.26,recurring
USR-000105,CTC-004,2025-08,138.8,recurring
USR-000105,CTC-004,2025-09,243.66,recurring
USR-000105,CTC-004,2025-10,121.88,recurring
USR-000105,CTC-004,2025-11,127.41,recurring
USR-000105,CTC-004,2025-12,189.64,recurring
USR-000105,CTC-004,2026-01,174.04,recurring
USR-000106,CTC-001,2024-03,137.09,one_time
USR-000107,CTC-001,2025-03,165.59,recurring
USR-000107,CTC-001,2025-04,171.52,recurring
USR-000107,CTC-001,2025-05,124.38,recurring
USR-000107,CTC-001,2025-06,142.81,recurring
USR-000107,CTC-001,2025-07,66.13,recurring
USR-000108,CTC-001,2025-04,100.59,recurring
USR-000108,CTC-001,2025-05,144.68,recurring
USR-000108,CTC-001,2025-06,145.47,recurring
USR-000108,CTC-001,2025-07,105.73,recurring
USR-000108,CTC-001,2025-08,151.33,recurring
USR-000108,CTC-001,2025-09,71.45,recurring
USR-000109,CTC-003,2024-01,178.84,recurring
USR-000109,CTC-003,2024-02,153.77,recurring
USR-000109,CTC-003,2024-03,177.71,recurring
USR-000109,CTC-003,2024-04,268.23,recurring
USR-000109,CTC-003,2024-05,250.84,recurring
USR-000109,CTC-003,2024-06,239.81,recurring
USR-000109,CTC-003,2024-07,188.96,recurring
USR-000109,CTC-003,2024-08,216.81,recurring
USR-000109,CTC-003,2024-09,266.38,recurring
USR-000109,CTC-003,2024-10,203.5,recurring
USR-000109,CTC-003,2024-11,153.39,recurring
USR-000109,CTC-003,2024-12,227.88,recurring
USR-000109,CTC-003,2025-01,265.95,recurring
USR-000109,CTC-003,2025-02,208.94,recurring
USR-000109,CTC-003,2025-03,288.07,recurring
USR-000109,CTC-003,2025-04,295.03,recurring
USR-000109,CTC-003,2025-05,302.31,recurring
USR-000110,CTC-002,2025-02,102.96,recurring
USR-000110,CTC-002,2025-03,97.79,recurring
USR-000111,CTC-003,2024-11,216.8,recurring
USR-000111,CTC-003,2024-12,93.43,recurring
USR-000111,CTC-003,2025-01,230.14,recurring
USR-000112,CTC-004,2024-02,147.23,recurring
USR-000112,CTC-004,2024-03,179.6,recurring
USR-000112,CTC-004,2024-04,128.64,recurring
USR-000113,CTC-001,2024-08,119.9,recurring
USR-000113,CTC-001,2024-09,167.52,recurring
USR-000113,CTC-001,2024-10,126.35,recurring
USR-000113,CTC-001,2024-11,159.55,recurring
USR-000113,CTC-001,2024-12,101.71,recurring
USR-000114,CTC-003,2024-06,258.55,recurring
USR-000114,CTC-003,2024-07,182.97,recurring
USR-000114,CTC-003,2024-08,307.46,recurring
USR-000114,CTC-003,2024-09,210.41,recurring
USR-000114,CTC-003,2024-10,193.18,recurring
USR-000114,CTC-003,2024-11,247.17,recurring
USR-000114,CTC-003,2024-12,165.38,recurring
USR-000114,CTC-003,2025-01,219.58,recurring
USR-000114,CTC-003,2025-02,209.02,recurring
USR-000114,CTC-003,2025-03,165.89,recurring
USR-000114,CTC-003,2025-04,169.89,recurring
USR-000114,CTC-003,2025-05,203.67,recurring
USR-000114,CTC-003,2025-06,244.56,recurring
USR-000114,CTC-003,2025-07,192.78,recurring
USR-000115,CTC-004,2024-03,164.26,recurring
USR-000115,CTC-004,2024-04,139.98,recurring
USR-000115,CTC-004,2024-05,130.68,recurring
USR-000116,CTC-003,2024-08,242.22,one_time
USR-000117,CTC-001,2024-10,155.56,recurring
USR-000117,CTC-001,2024-11,111.93,recurring
USR-000118,CTC-001,2025-04,135.95,recurring
USR-000118,CTC-001,2025-05,105.05,recurring
USR-000118,CTC-001,2025-06,111.47,recurring
